mui,method,mod,nc,nmi
65,ML,0.358,17,0.159
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3237,86,0.38
65,LP,5e-4,2,0.001
65,ML,0.3559,15,0.145
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3244,90,0.371
65,LP,0,1,0
65,ML,0.3493,15,0.148
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3207,92,0.378
65,LP,0,1,0
65,ML,0.3535,16,0.16
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3196,91,0.376
65,LP,0,1,0
65,ML,0.3518,15,0.163
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.319,96,0.38
65,LP,5e-4,2,0.001
65,ML,0.3534,15,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3265,84,0.374
65,LP,0,1,0
65,ML,0.3485,16,0.137
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3221,90,0.375
65,LP,0,1,0
65,ML,0.3528,15,0.156
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3209,93,0.379
65,LP,0,1,0
65,ML,0.3523,16,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3218,92,0.369
65,LP,0,1,0
65,ML,0.3547,13,0.134
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3191,95,0.385
65,LP,5e-4,2,0.001
65,ML,0.3505,14,0.139
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.324,89,0.365
65,LP,0,1,0
65,ML,0.3477,16,0.156
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3238,87,0.37
65,LP,0,1,0
65,ML,0.356,14,0.139
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.321,95,0.375
65,LP,0,1,0
65,ML,0.354,16,0.15
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3231,94,0.387
65,LP,0,1,0
65,ML,0.357,14,0.134
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3213,93,0.373
65,LP,0,1,0
65,ML,0.3524,16,0.159
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3199,93,0.379
65,LP,0,1,0
65,ML,0.355,15,0.147
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3278,86,0.359
65,LP,0,1,0
65,ML,0.3494,16,0.15
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3228,88,0.379
65,LP,0,1,0
65,ML,0.3535,16,0.167
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3234,91,0.377
65,LP,0,1,0
65,ML,0.3518,15,0.147
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3208,94,0.374
65,LP,0,1,0
65,ML,0.3567,15,0.156
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3242,93,0.382
65,LP,0,1,0
65,ML,0.3521,16,0.134
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3218,91,0.368
65,LP,0,1,0
65,ML,0.3542,16,0.173
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3216,95,0.386
65,LP,0,1,0
65,ML,0.3534,16,0.162
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3204,90,0.372
65,LP,0,1,0
65,ML,0.3579,15,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3228,93,0.385
65,LP,0,1,0
65,ML,0.3518,17,0.159
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3222,94,0.379
65,LP,0,1,0
65,ML,0.3599,14,0.137
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3228,92,0.371
65,LP,0,1,0
65,ML,0.3535,13,0.117
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.322,86,0.371
65,LP,0,1,0
65,ML,0.3543,14,0.127
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3233,90,0.372
65,LP,0,1,0
65,ML,0.3489,16,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.322,89,0.361
65,LP,0,1,0
65,ML,0.3537,16,0.153
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3208,91,0.374
65,LP,0,1,0
65,ML,0.35,16,0.149
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.324,84,0.367
65,LP,0,1,0
65,ML,0.3505,15,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3218,91,0.379
65,LP,0,1,0
65,ML,0.3532,17,0.157
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3189,93,0.382
65,LP,0,1,0
65,ML,0.3491,17,0.154
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3218,91,0.378
65,LP,0,1,0
65,ML,0.3558,16,0.154
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3248,83,0.363
65,LP,0,1,0
65,ML,0.3524,16,0.163
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3235,91,0.375
65,LP,0,1,0
65,ML,0.3475,15,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3256,87,0.376
65,LP,0,1,0
65,ML,0.352,16,0.151
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3208,93,0.381
65,LP,0,1,0
65,ML,0.355,15,0.154
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3215,91,0.377
65,LP,5e-4,2,0.002
65,ML,0.3483,16,0.158
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3232,90,0.381
65,LP,0,1,0
65,ML,0.3494,16,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3245,90,0.377
65,LP,0,1,0
65,ML,0.351,16,0.151
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3259,88,0.372
65,LP,0,1,0
65,ML,0.3553,14,0.153
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.317,99,0.374
65,LP,0,1,0
65,ML,0.3545,15,0.143
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3235,91,0.382
65,LP,0,1,0
65,ML,0.3566,13,0.124
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3161,96,0.381
65,LP,0,1,0
65,ML,0.3573,14,0.129
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3196,94,0.381
65,LP,5e-4,2,0.002
65,ML,0.3499,18,0.162
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3202,93,0.377
65,LP,5e-4,2,0.002
65,ML,0.3582,15,0.15
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3261,86,0.379
65,LP,0,1,0
65,ML,0.3563,14,0.136
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3198,94,0.369
65,LP,0,1,0
65,ML,0.356,15,0.139
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3198,94,0.384
65,LP,0.2305,2,0.018
65,ML,0.3513,16,0.151
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3247,89,0.375
65,LP,0,1,0
65,ML,0.3549,16,0.151
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3201,94,0.381
65,LP,0,1,0
65,ML,0.3532,17,0.169
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3235,90,0.377
65,LP,5e-4,2,0.001
65,ML,0.3537,15,0.147
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3187,97,0.384
65,LP,0,1,0
65,ML,0.3526,16,0.142
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3224,88,0.373
65,LP,0,1,0
65,ML,0.3575,13,0.139
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3216,92,0.368
65,LP,0,1,0
65,ML,0.3569,15,0.138
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3211,92,0.38
65,LP,5e-4,2,0.001
65,ML,0.3563,14,0.145
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3205,93,0.382
65,LP,0,1,0
65,ML,0.3526,19,0.171
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3204,93,0.384
65,LP,0.0011,3,0.003
65,ML,0.3484,15,0.143
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3222,92,0.38
65,LP,5e-4,2,0.002
65,ML,0.3557,15,0.157
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3221,92,0.378
65,LP,0,1,0
65,ML,0.3525,15,0.146
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3213,90,0.372
65,LP,5e-4,2,0.001
65,ML,0.35,14,0.154
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.3267,88,0.374
65,LP,0,1,0
65,ML,0.3542,15,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.321,91,0.385
65,LP,0,1,0
65,ML,0.3512,14,0.144
65,WT,0.2328,175,0.382
65,FG,0.3464,13,0.115
65,IM,0.319,92,0.371
65,LP,0,1,0
65,ML,0.3571,15,0.137
65,WT,0.2328,175,0.382
70,FG,0.3449,11,0.077
70,IM,0.3088,97,0.354
70,LP,0,1,0
70,ML,0.3398,16,0.133
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3162,87,0.342
70,LP,0,1,0
70,ML,0.3389,13,0.103
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3117,88,0.343
70,LP,0,1,0
70,ML,0.3457,15,0.125
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3159,83,0.341
70,LP,0,1,0
70,ML,0.34,15,0.118
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3139,89,0.341
70,LP,0,1,0
70,ML,0.3467,16,0.131
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3084,94,0.35
70,LP,0,1,0
70,ML,0.3502,15,0.121
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3144,86,0.346
70,LP,0,1,0
70,ML,0.3433,16,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3125,94,0.355
70,LP,0,1,0
70,ML,0.3388,15,0.115
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3133,90,0.349
70,LP,0,1,0
70,ML,0.3464,18,0.144
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3087,93,0.349
70,LP,0,1,0
70,ML,0.3434,15,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3137,89,0.341
70,LP,0,1,0
70,ML,0.3444,16,0.13
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3125,86,0.344
70,LP,0,1,0
70,ML,0.3449,13,0.103
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3176,87,0.35
70,LP,0,1,0
70,ML,0.3452,15,0.122
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.311,90,0.348
70,LP,0,1,0
70,ML,0.3409,16,0.131
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3115,91,0.343
70,LP,0,1,0
70,ML,0.3404,14,0.129
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3099,94,0.353
70,LP,0,1,0
70,ML,0.3472,16,0.122
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3099,95,0.339
70,LP,0,1,0
70,ML,0.3424,16,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3117,91,0.349
70,LP,0,1,0
70,ML,0.3453,15,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3149,88,0.342
70,LP,0,1,0
70,ML,0.347,16,0.131
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3111,89,0.345
70,LP,0,1,0
70,ML,0.3473,16,0.134
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3105,97,0.356
70,LP,0,1,0
70,ML,0.3456,14,0.104
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3128,89,0.345
70,LP,0,1,0
70,ML,0.3396,16,0.123
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3146,86,0.34
70,LP,0,1,0
70,ML,0.3467,14,0.116
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3075,93,0.357
70,LP,0,1,0
70,ML,0.3466,14,0.114
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3139,86,0.339
70,LP,0,1,0
70,ML,0.3431,15,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3134,91,0.35
70,LP,0,1,0
70,ML,0.3396,16,0.125
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3089,95,0.352
70,LP,0,1,0
70,ML,0.3433,16,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.311,92,0.351
70,LP,0,1,0
70,ML,0.3492,14,0.111
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3116,90,0.339
70,LP,0,1,0
70,ML,0.3426,16,0.137
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3119,88,0.338
70,LP,0,1,0
70,ML,0.3458,15,0.12
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3133,86,0.346
70,LP,0,1,0
70,ML,0.3405,14,0.114
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3093,93,0.344
70,LP,0,1,0
70,ML,0.3407,15,0.13
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3128,91,0.338
70,LP,0,1,0
70,ML,0.3475,14,0.108
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3091,92,0.35
70,LP,0,1,0
70,ML,0.3435,14,0.11
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.312,90,0.346
70,LP,0,1,0
70,ML,0.3433,16,0.125
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3139,88,0.345
70,LP,0,1,0
70,ML,0.3506,14,0.129
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3145,85,0.349
70,LP,0,1,0
70,ML,0.3399,16,0.129
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3087,96,0.356
70,LP,0,1,0
70,ML,0.3462,15,0.118
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3166,85,0.343
70,LP,0,1,0
70,ML,0.3432,15,0.122
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3103,94,0.354
70,LP,0,1,0
70,ML,0.3418,15,0.12
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3123,90,0.355
70,LP,0,1,0
70,ML,0.3457,14,0.104
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3167,84,0.342
70,LP,0,1,0
70,ML,0.3432,14,0.11
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3123,92,0.348
70,LP,0,1,0
70,ML,0.3418,16,0.127
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3139,84,0.347
70,LP,0,1,0
70,ML,0.3485,16,0.129
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3151,88,0.346
70,LP,0,1,0
70,ML,0.3425,16,0.14
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3114,93,0.35
70,LP,0,1,0
70,ML,0.3408,17,0.145
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3091,98,0.359
70,LP,0,1,0
70,ML,0.3454,16,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3088,93,0.351
70,LP,0,1,0
70,ML,0.3493,13,0.109
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3152,90,0.339
70,LP,0,1,0
70,ML,0.3458,15,0.124
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3117,91,0.357
70,LP,0,1,0
70,ML,0.3453,16,0.128
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3139,89,0.344
70,LP,0,1,0
70,ML,0.3474,15,0.123
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3133,93,0.343
70,LP,0,1,0
70,ML,0.3422,15,0.125
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3114,89,0.351
70,LP,0,1,0
70,ML,0.3374,16,0.139
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3124,90,0.357
70,LP,0,1,0
70,ML,0.34,16,0.143
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3122,91,0.355
70,LP,0,1,0
70,ML,0.3446,14,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3143,85,0.334
70,LP,0,1,0
70,ML,0.3437,15,0.128
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3125,87,0.339
70,LP,0,1,0
70,ML,0.3446,16,0.127
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3134,87,0.345
70,LP,0,1,0
70,ML,0.3381,16,0.127
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3108,91,0.346
70,LP,0,1,0
70,ML,0.3465,14,0.108
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3084,98,0.359
70,LP,0,1,0
70,ML,0.3407,14,0.101
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.311,92,0.349
70,LP,0,1,0
70,ML,0.3416,16,0.131
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3132,89,0.353
70,LP,0,1,0
70,ML,0.3446,14,0.112
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.31,93,0.349
70,LP,0,1,0
70,ML,0.3415,16,0.133
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3107,91,0.351
70,LP,0,1,0
70,ML,0.3479,15,0.112
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3137,92,0.356
70,LP,0,1,0
70,ML,0.3493,14,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3101,93,0.348
70,LP,0,1,0
70,ML,0.3455,15,0.113
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3121,94,0.351
70,LP,0,1,0
70,ML,0.3479,15,0.116
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3146,92,0.352
70,LP,0,1,0
70,ML,0.3449,14,0.124
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3136,86,0.333
70,LP,0,1,0
70,ML,0.344,15,0.122
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3153,90,0.338
70,LP,0,1,0
70,ML,0.3398,17,0.138
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3165,86,0.337
70,LP,0,1,0
70,ML,0.3428,14,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3154,88,0.341
70,LP,0,1,0
70,ML,0.3361,16,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3124,90,0.351
70,LP,0,1,0
70,ML,0.3509,14,0.119
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3137,89,0.349
70,LP,0,1,0
70,ML,0.3394,16,0.122
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.317,87,0.342
70,LP,0,1,0
70,ML,0.3417,14,0.123
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3177,92,0.349
70,LP,0,1,0
70,ML,0.3399,13,0.106
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3098,97,0.36
70,LP,0,1,0
70,ML,0.342,15,0.12
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.313,92,0.349
70,LP,0,1,0
70,ML,0.3365,15,0.119
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3146,87,0.343
70,LP,0,1,0
70,ML,0.3429,15,0.119
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3113,93,0.342
70,LP,0,1,0
70,ML,0.3483,14,0.106
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3117,92,0.347
70,LP,0,1,0
70,ML,0.342,13,0.106
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3137,89,0.343
70,LP,0,1,0
70,ML,0.3475,13,0.102
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3063,95,0.361
70,LP,0,1,0
70,ML,0.3447,15,0.126
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3106,91,0.354
70,LP,0,1,0
70,ML,0.3461,16,0.124
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3115,91,0.35
70,LP,0,1,0
70,ML,0.3498,14,0.11
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3099,95,0.352
70,LP,0,1,0
70,ML,0.3395,16,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3103,91,0.35
70,LP,0,1,0
70,ML,0.3445,14,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3094,94,0.362
70,LP,0,1,0
70,ML,0.3419,16,0.131
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3191,85,0.343
70,LP,0,1,0
70,ML,0.3433,14,0.113
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3094,96,0.36
70,LP,0,1,0
70,ML,0.3405,15,0.121
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3111,94,0.347
70,LP,0,1,0
70,ML,0.3484,14,0.107
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3122,92,0.339
70,LP,0,1,0
70,ML,0.3414,14,0.114
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3123,92,0.346
70,LP,0,1,0
70,ML,0.3479,12,0.105
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3097,93,0.352
70,LP,0,1,0
70,ML,0.3461,17,0.146
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3112,92,0.357
70,LP,0,1,0
70,ML,0.3485,15,0.117
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3116,90,0.344
70,LP,0,1,0
70,ML,0.3445,16,0.152
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3131,90,0.352
70,LP,0,1,0
70,ML,0.3419,14,0.124
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3106,92,0.344
70,LP,0,1,0
70,ML,0.3495,14,0.123
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3107,94,0.353
70,LP,0,1,0
70,ML,0.3466,14,0.11
70,WT,0.2264,152,0.357
70,FG,0.3449,11,0.077
70,IM,0.3131,90,0.347
70,LP,0,1,0
70,ML,0.3504,15,0.128
70,WT,0.2264,152,0.357
